,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
993,JH73503,Arizona,,Doctor,2017196.15,24804.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.4
994,YE97964,California,,Bachelor,1646436.59,27760.0,104.0,1/0/00,Personal Auto,SUV,302.76428300000003
995,VA30351,Oregon,,High School or Below,559538.99,74454.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8
996,PV55726,Oregon,,Master,417068.73,29462.0,107.0,1/1/00,Personal Auto,SUV,513.6
997,UC88305,Arizona,,College,266544.71,52266.0,68.0,1/0/00,Corporate Auto,Two-Door Car,141.92283899999998
998,TS53809,Oregon,,Bachelor,709891.41,0.0,70.0,1/0/00,Personal Auto,Two-Door Car,349.783046
999,ZV32120,California,,Doctor,397134.51,23599.0,103.0,1/0/00,Corporate Auto,SUV,494.4
1000,FB80807,Oregon,,Bachelor,552821.28,36088.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6
1001,AS55677,California,,High School or Below,833899.58,70534.0,104.0,1/0/00,Personal Auto,Four-Door Car,54.065538000000004
1002,WA15684,Oregon,,College,3844585.59,27398.0,125.0,1/1/00,Personal Auto,SUV,600.0
1003,SA50567,Nevada,,Bachelor,544855.52,85296.0,68.0,1/0/00,Personal Auto,Four-Door Car,342.515136
1004,KJ31611,Arizona,,High School or Below,1080806.6,31063.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6
1005,VL37375,California,,Bachelor,618509.65,0.0,92.0,1/0/00,Personal Auto,Two-Door Car,1027.177255
1006,KN21017,Nevada,,High School or Below,320822.59,52367.0,81.0,1/0/00,Personal Auto,Four-Door Car,275.989978
1007,PX44289,Arizona,,College,548010.41,58651.0,71.0,1/0/00,Personal Auto,Four-Door Car,472.599683
1008,AM97901,Nevada,,College,2298615.39,84831.0,192.0,1/0/00,Special Auto,Luxury,1336.931716
1009,RE42925,Oregon,,Bachelor,1310792.59,49088.0,114.0,1/1/00,Corporate Auto,SUV,547.2
1010,TR81766,California,,College,746292.63,70263.0,93.0,1/0/00,Corporate Auto,Two-Door Car,7.3459460000000005
1011,CH85057,Oregon,,Doctor,1146399.1,45354.0,285.0,1/0/00,Personal Auto,Luxury,540.141566
1012,UP71482,Arizona,,High School or Below,723613.25,0.0,63.0,1/0/00,Personal Auto,Four-Door Car,383.363758
1013,EG40670,California,,Bachelor,623268.79,28334.0,83.0,1/0/00,Special Auto,Four-Door Car,537.765151
1014,HV83672,Oregon,,Bachelor,2839332.99,38772.0,90.0,1/0/00,Personal Auto,Four-Door Car,321.87347400000004
1015,MG10140,Oregon,,College,374675.16,41479.0,94.0,1/1/00,Personal Auto,Two-Door Car,19.575682999999998
1016,TC44716,California,,Bachelor,2156933.73,23909.0,119.0,1/0/00,Personal Auto,SUV,571.2
1017,QO65264,California,,College,501208.37,48328.0,63.0,1/0/00,Personal Auto,Two-Door Car,108.13871499999999
1018,EB66698,California,,High School or Below,337185.84,86689.0,85.0,1/0/00,Corporate Auto,Two-Door Car,408.0
1019,OT52034,California,,Bachelor,386477.68,24204.0,99.0,1/1/00,Personal Auto,Four-Door Car,707.303416
1020,CH85444,Oregon,,College,414571.19,25943.0,110.0,1/0/00,Corporate Auto,Two-Door Car,1067.333126
1021,PU85769,California,,High School or Below,515607.27,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,807.947292
1022,UI73201,California,,College,366737.5,62375.0,92.0,1/0/00,Personal Auto,Two-Door Car,618.630955
1023,SL50592,California,,High School or Below,783568.35,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,404.272806
1024,XP11075,Arizona,,Bachelor,1456726.84,0.0,148.0,1/0/00,Personal Auto,SUV,710.4
1025,SI31236,Oregon,,Bachelor,1017133.9,70200.0,65.0,1/0/00,Corporate Auto,Four-Door Car,312.0
1026,JN26745,Nevada,,Bachelor,413577.52,0.0,112.0,1/0/00,Special Auto,Four-Door Car,707.977614
1027,VK48036,Oregon,,College,551149.11,79027.0,70.0,1/0/00,Corporate Auto,Four-Door Car,336.0
1028,JX76668,Washington,,High School or Below,1131424.39,62935.0,141.0,1/0/00,Personal Auto,Luxury,232.242326
1029,DS45802,California,,High School or Below,541461.73,26893.0,68.0,1/0/00,Personal Auto,Four-Door Car,68.226001
1030,OA96690,Oregon,,High School or Below,742159.35,47406.0,94.0,1/1/00,Personal Auto,Four-Door Car,287.149807
1031,EM27919,California,,Bachelor,445811.34,17622.0,65.0,1/1/00,Personal Auto,Four-Door Car,312.0
1032,QO41043,Oregon,,College,1447612.49,27572.0,124.0,1/0/00,Corporate Auto,SUV,595.2
1033,OV50124,Oregon,,College,493688.84,0.0,72.0,1/2/00,Personal Auto,Two-Door Car,391.636628
1034,PR31642,Oregon,,Bachelor,452527.65,32802.0,114.0,1/0/00,Personal Auto,SUV,547.2
1035,BU41599,Washington,,Master,558176.13,62739.0,70.0,1/0/00,Personal Auto,Two-Door Car,239.32857099999998
1036,TK30357,California,,Bachelor,1413434.74,90844.0,118.0,1/0/00,Personal Auto,SUV,232.674417
1037,NF31087,Nevada,,High School or Below,2472318.31,44685.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
1038,NH16984,California,,Bachelor,283806.78,0.0,80.0,1/0/00,Personal Auto,Four-Door Car,336.50961
1039,OS75493,California,,High School or Below,384848.36,42589.0,98.0,1/0/00,Corporate Auto,Four-Door Car,470.4
1040,VT63298,Oregon,,Bachelor,1950447.39,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6
1041,QS75550,Washington,,Bachelor,248004.59,93383.0,62.0,1/0/00,Corporate Auto,Two-Door Car,244.21228599999998
1042,SZ16483,Arizona,,High School or Below,436137.29,79583.0,109.0,1/2/00,Personal Auto,Four-Door Car,523.2
1043,VM92311,Arizona,,High School or Below,252907.75,89129.0,64.0,1/0/00,Personal Auto,Four-Door Car,328.87086800000003
1044,NJ46849,Arizona,,College,250444.48,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,496.8
1045,WZ31900,Oregon,,Bachelor,864970.06,94389.0,107.0,1/0/00,Corporate Auto,SUV,85.06370799999999
1046,RG30482,Oregon,,College,1366835.53,0.0,197.0,1/0/00,Personal Auto,SUV,1418.4
1047,ZM86949,Oregon,,High School or Below,2063508.46,84106.0,64.0,1/0/00,Personal Auto,Two-Door Car,334.40871699999997
1048,QQ39596,Arizona,,College,251753.36,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,42.096415
1049,FH51383,California,,High School or Below,532667.77,76717.0,66.0,1/0/00,Personal Auto,Two-Door Car,300.528579
1050,BJ53923,Arizona,,High School or Below,260027.21,51978.0,66.0,1/0/00,Corporate Auto,Four-Door Car,144.782152
1051,CZ96653,Oregon,,Bachelor,853479.28,47325.0,107.0,1/0/00,Personal Auto,SUV,64.59821600000001
1052,FB23788,Oregon,,High School or Below,882883.5,86721.0,111.0,1/0/00,Corporate Auto,SUV,532.8
1053,NT43594,Nevada,,Bachelor,224844.96,24910.0,63.0,1/1/00,Personal Auto,Four-Door Car,347.857619
1054,RJ85627,Washington,,Bachelor,1230276.24,43817.0,62.0,1/1/00,Personal Auto,Four-Door Car,245.44762200000002
1055,KJ86296,Oregon,,High School or Below,455659.3,0.0,73.0,1/2/00,Personal Auto,Four-Door Car,525.6
1056,PI47776,Oregon,,Bachelor,253070.51,89451.0,63.0,1/0/00,Corporate Auto,Four-Door Car,61.769564
1057,MD73554,California,,College,525198.4,59537.0,66.0,1/0/00,Personal Auto,Two-Door Car,316.8
1058,UX92071,Oregon,,High School or Below,674311.93,0.0,199.0,1/0/00,Personal Auto,Luxury,955.2
1059,YG44474,Oregon,,College,1401472.13,54193.0,117.0,1/0/00,Corporate Auto,SUV,720.7529450000001
1060,UH45301,Oregon,,College,943891.56,86946.0,118.0,1/0/00,Personal Auto,Four-Door Car,340.65696299999996
1061,RY92647,California,,Bachelor,1050677.17,0.0,92.0,1/0/00,Personal Auto,Four-Door Car,546.524896
1062,IK12620,Arizona,,High School or Below,421391.86,12160.0,109.0,1/0/00,Personal Auto,Four-Door Car,489.411833
1063,GQ66762,California,,College,477368.64,33701.0,63.0,1/0/00,Personal Auto,Four-Door Car,171.32585600000002
1064,YT69858,Washington,,Bachelor,544142.01,85702.0,67.0,1/0/00,Personal Auto,Two-Door Car,249.085887
1065,XD85577,California,,Bachelor,284226.69,69417.0,73.0,1/1/00,Personal Auto,Four-Door Car,30.874869
1066,TM65736,Oregon,,Master,305955.03,38644.0,78.0,1/1/00,Personal Auto,Four-Door Car,361.455219
1067,VJ51327,California,,High School or Below,2031499.76,63209.0,102.0,1/2/00,Personal Auto,SUV,207.320041
1068,GS98873,Arizona,,Bachelor,323912.47,16061.0,88.0,1/0/00,Personal Auto,Four-Door Car,633.6
1069,CW49887,California,,Master,462680.11,79487.0,114.0,1/0/00,Special Auto,SUV,547.2
1070,MY31220,California,,College,899704.02,54230.0,112.0,1/0/00,Personal Auto,Two-Door Car,537.6
